operator,amenity,layer,opening_hours,parking_type,Parking Station Name,Coordinates,Rate Zone,Zone Info,Location ID,Geometry Type,CenterPoint,CenterPoint_rad,Distance to Nearest,CenterPoint_tuple,Distance to Others
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.940116, 40.7911736], [-73.9402893, 40.7912428], [-73.940457, 40.7910172], [-73.9404175, 40.7909964], [-73.9404148, 40.7909835], [-73.9404235, 40.7909719], [-73.940357, 40.7909404], [-73.9403427, 40.7909492], [-73.9403315, 40.7909541], [-73.9403147, 40.7909546], [-73.9402868, 40.7909442], [-73.940116, 40.7911736]]",96th St to 110th St,Zone M3 - (All Vehicles $2.50 1st Hour / $4.00 2nd Hour),75,LineString,"[-73.9402865, 40.7910916]","[-1.2905014492929143, 0.7119388539026018]",7.5407914950873405,"(-73.9402865, 40.7910916)","[1.0575352351612513, 1.0710940419798727, 0.3277171919006888, 0.32692843183838427, 0.6287553102738824, 0.6292083112715141, 0.9096933029992639, 0.3238107423269595, 0.26113342567790576, 0.2910533399845383, 0.2612525092133306, 0.29686394611631045, 0.5563800483108865, 0.1811692359110132, 0.3604240184945824, 0.23571338611034806, 0.8529232975492493, 0.4553941774821129, 0.347483151293406, 0.6507330403230575, 0.5326352170979939, 0.8079247629523718, 0.8395507445630646, 1.0652471001541024, 0.9381238356912299, 0.34379077959645554, 0.3434857069397034, 0.28124803093896467, 1.0288463168699429, 0.6210486046136675, 0.911038413726621, 0.32819529498690975, 0.2550333537870731, 0.2961817911671599, 0.2627760413221827, 0.2950785251464382, 0.5590331447357323, 0.18027239713281829, 0.363243837557913, 0.22699247598040787, 0.8484059983185198, 0.457301442930623, 0.35316093063414267, 0.6500841249179468, 0.5349286499694235, 0.8146574716095736, 0.8440718682355489, 1.0699838494335956, 0.9421961934039698, 0.34209077024316625, 0.3281490336701081, 0.28130967363001297, 1.035418263560046, 0.6229623430875005, 0.5150790286632861, 0.34717389740385857, 0.021565876546503146, 0.7411277654265387, 0.2914828525531976, 0.44404795614455067, 0.5502494477866894, 0.5224739270984322, 0.3509525557099569, 0.3509525557099569, 0.44743380470115274, 0.29383203063164354, 0.8058675959871319, 0.8943715105936324, 0.321744960076953, 0.4973798156738168, 0.6729291689877275, 0.06544386236639248, 0.6808241519753023, 0.6642810457320261, 0.677793699882825, 0.48127086270836517, 0.4575522176327924, 0.9285704050161266, 0.5907556526301845, 0.30808463829159294, 0.5056225526603854, 0.6716748097686025, 0.06004067167471571, 0.6800216924938169, 0.666410577611798, 0.6813297643410985, 0.4816738170584215, 0.4608418443540995, 0.9236916702219112, 0.5843699942895951, 0.3046041208055368, 0.2742263391321642, 0.17403150456881603, 0.1279891911938842, 0.30256485094676494, 0.2708735055146685, 0.17951918355522756, 0.13550643728120915]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9780981, 40.7384841], [-73.9779727, 40.7386549], [-73.9779062, 40.7387455], [-73.9782215, 40.7388784], [-73.9783181, 40.7387467], [-73.9784134, 40.7386169], [-73.9780981, 40.7384841]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),137,LineString,"[-73.9781598, 40.73868125]","[-1.2911624630765097, 0.7110241207329792]",3.5726748268667596,"(-73.9781598, 40.73868125)","[0.42319715021226273, 0.26699177414644004, 0.8398962436166477, 0.42017820708520687, 0.17487257426527772, 0.9757025354551084, 0.9685353284018093, 0.8157168671996127, 0.8102874633173005, 0.7748731048311925, 0.6130163835787987, 0.5621464868995886, 0.0021796287572013137, 0.12950192547927758, 0.5994360900866185, 0.5617839603314109, 0.5617839603314109, 0.43528146187486094, 0.17215003175500382, 0.4631282113912435, 0.16737951393607184, 0.45752720899608157, 0.25812801490658066, 0.26147089722636857]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-74.0094992, 40.7018079], [-74.009385, 40.7016489], [-74.0092138, 40.7017196], [-74.0093281, 40.7018786], [-74.0094992, 40.7018079]]",Financial District,Zone M1 - (Commercial Vehicles $6.00 1st Hour / $7.00 2nd Hour / $8.00 3rd Hour - All Vehicles $4.50 1st Hour / $7.50 2nd Hour),88,LineString,"[-74.0093565, 40.70176375]","[-1.2917069482072667, 0.7103797888063741]",3.1872248667487595,"(-74.0093565, 40.70176375)","[0.03058323273414919, 0.004599216943157643, 0.004599216943157643, 0.18118249981194137, 0.17828360644866298]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-74.0006946, 40.7122583], [-74.0005999, 40.7121659], [-74.0004959, 40.7122824], [-74.0004475, 40.7123604], [-74.0003831, 40.7124149], [-74.0002914, 40.7124624], [-73.9995965, 40.7126445], [-73.9994881, 40.7126968], [-73.9994732, 40.7127221], [-73.9996208, 40.7127691], [-74.0002889, 40.7126085], [-74.0004066, 40.7125558], [-74.0005095, 40.7124929], [-74.0006946, 40.7122583]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),45,LineString,"[-74.00008389999999, 40.7124675]","[-1.2915451108070461, 0.7105666044861846]",11.856683211854994,"(-74.00008389999999, 40.7124675)","[0.4227303172539327, 0.09416185432205261, 0.18003499091715197, 0.17557478650714056, 0.1941557709711836, 0.16380243479038756, 0.09535227056711951, 0.17947637766270264, 0.17487599418753302, 0.19300749212406013, 0.16205423019281878, 0.470564642588916, 0.4262177970315842, 0.470066055934167, 0.4205109670558988, 0.1899449824020834, 0.4231209632487934, 0.5679491993928526, 0.1862608516621544, 0.4248771984734031, 0.5608669874146671, 0.6149203476334494, 0.6136159584143371, 0.08761535874764398, 0.0952618575966987, 0.04981372504752644, 0.22067457451073208, 0.049893175175393836, 0.22078537788146088, 0.12376970397759213, 0.12376970397759213, 0.0013036490655380301, 0.125632451990968]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9954967, 40.7504636], [-73.9954722, 40.7504691], [-73.9951038, 40.750309], [-73.995123, 40.7502776], [-73.9950819, 40.7502632], [-73.9951441, 40.7501634], [-73.9953501, 40.7502507], [-73.995436, 40.7501333], [-73.9955499, 40.7501811], [-73.9955926, 40.7501203], [-73.9956342, 40.7500609], [-73.9956759, 40.7500014], [-73.9957142, 40.7499469], [-73.9957955, 40.7499811], [-73.9957082, 40.7501009], [-73.9956264, 40.7502133], [-73.9956674, 40.7502305], [-73.9956536, 40.7502493], [-73.9954967, 40.7504636]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),68,LineString,"[-73.9954387, 40.750208]","[-1.2914640367726324, 0.7112253004725334]",7.578709348263664,"(-73.9954387, 40.750208)","[0.5758341706928436, 0.5758341706928436, 0.5751283281738924, 0.9003341884762356, 0.9219871754551917, 0.8918490172571618, 0.9192400873049903, 0.26049323606943264, 0.7191179463196401, 0.2664651524558921, 0.7185257593907802, 0.18655457864520816, 0.2132722802811169, 0.19117662752025186, 0.21471008727087382, 0.18955831184433572, 0.19128626713992683, 0.8962951761368342, 0.8889209372140224]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9749932, 40.7242352], [-73.9750567, 40.7241481], [-73.9750149, 40.7240141], [-73.9750846, 40.7239173], [-73.9751821, 40.7238946], [-73.9753001, 40.7238678], [-73.9753269, 40.7239361], [-73.9753609, 40.7240273], [-73.9754448, 40.7240101], [-73.9755571, 40.7239846], [-73.97557, 40.7240177], [-73.9754288, 40.7242172], [-73.9753808, 40.7242851], [-73.9752897, 40.7242465], [-73.9752014, 40.7242079], [-73.9751352, 40.7242957], [-73.9750388, 40.7242536], [-73.9749932, 40.7242352]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),4,LineString,"[-73.9752816, 40.724081749999996]","[-1.291112229009979, 0.7107693113888343]",0.8397214190809692,"(-73.9752816, 40.724081749999996)","[0.4046326615845071, 0.5997431608016901, 0.3962313674051793, 0.5958807146793103, 0.6866601563534411, 0.5149735748135251, 0.6698749640252384, 0.7849369688877728, 0.6874946058671856, 0.5106245785048825, 0.6645875899424224, 0.7809627996287848, 0.7809627996287848, 0.7806056268504807]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.9780928, 40.7194442], [-73.978206, 40.719288], [-73.977518, 40.7190014], [-73.9774047, 40.7191576], [-73.9780928, 40.7194442]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.97780535, 40.7192228]","[-1.291156276756976, 0.7106845067131444]",8.921254572756878,"(-73.97780535, 40.7192228)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9786119, 40.7186703], [-73.9786234, 40.7185708], [-73.9786681, 40.7184803], [-73.9788229, 40.7181666], [-73.9789909, 40.7181403], [-73.9789867, 40.7180035], [-73.9789037, 40.7179494], [-73.978909, 40.7176128], [-73.9787379, 40.7176096], [-73.9787431, 40.7180027], [-73.9784302, 40.718586], [-73.9784418, 40.7186838], [-73.9786119, 40.7186703]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.97871055, 40.718146700000005]","[-1.2911720754773652, 0.7106657252250639]",5.588544445503985,"(-73.97871055, 40.718146700000005)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9798687, 40.7173987], [-73.979978, 40.7171921], [-73.9797793, 40.7171318], [-73.9798097, 40.7170744], [-73.9796303, 40.7170199], [-73.9794434, 40.7170287], [-73.9793861, 40.7171368], [-73.9797262, 40.7172402], [-73.9796737, 40.7173394], [-73.9798687, 40.7173987]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.97968205000001, 40.71720929999999]","[-1.2911890313510483, 0.7106493645086555]",5.14228224406666,"(-73.97968205000001, 40.71720929999999)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9790336, 40.7163507], [-73.9791186, 40.7161845], [-73.9784995, 40.7160026], [-73.9784146, 40.7161687], [-73.9790336, 40.7163507]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.9787666, 40.71617665]","[-1.2911730537344108, 0.7106313413661349]",7.826043501461653,"(-73.9787666, 40.71617665)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9778644, 40.7177643], [-73.9779557, 40.7176244], [-73.9775788, 40.7175111], [-73.9776956, 40.7172581], [-73.9774956, 40.7171807], [-73.9773303, 40.7174943], [-73.977445, 40.7175414], [-73.9774188, 40.7175891], [-73.9778644, 40.7177643]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.977643, 40.7174725]","[-1.2911534432149354, 0.7106539582152468]",1.2829785163496017,"(-73.977643, 40.7174725)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9767844, 40.71635], [-73.9763948, 40.7158113], [-73.9762916, 40.7159853], [-73.9766075, 40.7164186], [-73.9767844, 40.71635]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.976538, 40.71611495]","[-1.291134157326701, 0.7106302644979864]",4.372465219727793,"(-73.976538, 40.71611495)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9776219, 40.7159801], [-73.9777025, 40.7158267], [-73.9770358, 40.7156256], [-73.9769552, 40.7157791], [-73.9776219, 40.7159801]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.97732885, 40.71580285]","[-1.2911479602630904, 0.710624817325391]",8.310897243425337,"(-73.97732885, 40.71580285)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9797332, 40.7167695], [-73.9799134, 40.7164366], [-73.9796995, 40.7163701], [-73.9795816, 40.7165881], [-73.9796068, 40.7166983], [-73.9796819, 40.7167216], [-73.9796671, 40.7167489], [-73.9797332, 40.7167695]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.9797475, 40.7165698]","[-1.2911901736690437, 0.7106382031280891]",2.6709262836699454,"(-73.9797475, 40.7165698)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9759121, 40.7177951], [-73.9757153, 40.7173902], [-73.9756321, 40.7174133], [-73.9755784, 40.7175658], [-73.9757174, 40.7178475], [-73.9759121, 40.7177951]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.97574525, 40.717618849999994]","[-1.2911203212290558, 0.710656512504607]",0.48634461317672495,"(-73.97574525, 40.717618849999994)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.977087, 40.7218699], [-73.9771624, 40.7217678], [-73.9768396, 40.7216308], [-73.9768874, 40.7215661], [-73.9767625, 40.7215131], [-73.9766897, 40.7216116], [-73.9765497, 40.7215522], [-73.9764236, 40.7217229], [-73.9767567, 40.7218641], [-73.9768322, 40.7217619], [-73.977087, 40.7218699]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),4,LineString,"[-73.976793, 40.721691500000006]","[-1.2911386079162936, 0.7107275936563886]",4.349153988042498,"(-73.976793, 40.721691500000006)","[0.4046326615845071, 0.5997431608016901, 0.3962313674051793, 0.5958807146793103, 0.6866601563534411, 0.5149735748135251, 0.6698749640252384, 0.7849369688877728, 0.6874946058671856, 0.5106245785048825, 0.6645875899424224, 0.7809627996287848, 0.7809627996287848, 0.7806056268504807]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9753448, 40.7217214], [-73.975639, 40.7213143], [-73.975456, 40.7212384], [-73.9751619, 40.7216455], [-73.9753448, 40.7217214]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),4,LineString,"[-73.97540045, 40.7214799]","[-1.2911143033337948, 0.7107239005396913]",5.39945691444541,"(-73.97540045, 40.7214799)","[0.4046326615845071, 0.5997431608016901, 0.3962313674051793, 0.5958807146793103, 0.6866601563534411, 0.5149735748135251, 0.6698749640252384, 0.7849369688877728, 0.6874946058671856, 0.5106245785048825, 0.6645875899424224, 0.7809627996287848, 0.7809627996287848, 0.7806056268504807]"
N/A,parking,N/A,N/A,surface,Unnamed,"[[-73.9744569, 40.7269323], [-73.9746064, 40.7267295], [-73.9747952, 40.7268094], [-73.9750067, 40.7265225], [-73.974804, 40.7264366], [-73.9746922, 40.7265883], [-73.974295, 40.7264201], [-73.9741203, 40.7266571], [-73.9740588, 40.7266311], [-73.9739843, 40.7267323], [-73.9744569, 40.7269323]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),4,LineString,"[-73.97449549999999, 40.7266762]","[-1.2910985089767288, 0.7108145930836126]",4.008654293075719,"(-73.97449549999999, 40.7266762)","[0.4046326615845071, 0.5997431608016901, 0.3962313674051793, 0.5958807146793103, 0.6866601563534411, 0.5149735748135251, 0.6698749640252384, 0.7849369688877728, 0.6874946058671856, 0.5106245785048825, 0.6645875899424224, 0.7809627996287848, 0.7809627996287848, 0.7806056268504807]"
N/A,parking,N/A,N/A,N/A,Unnamed,"[[-73.984199, 40.7110564], [-73.9841747, 40.7108486], [-73.9839639, 40.7108627], [-73.9839882, 40.7110706], [-73.984199, 40.7110564]]",Manhattan Neighborhood,Zone M2 - (Commercial Vehicles $5.00 1st Hour / $6.00 2nd Hour / $7.00 3rd Hour - All Vehicles $4.00 1st Hour / $6.75 2nd Hour),232,LineString,"[-73.98408145, 40.710959599999995]","[-1.2912658153661607, 0.7105402866663936]",2.680680830584107,"(-73.98408145, 40.710959599999995)","[0.14526844682126827, 0.3562459371341954, 0.28322962360894893, 0.14640242954712732, 0.36034258107034234, 0.2861604021857417, 0.521445894049211, 0.32511444781869436, 0.3679374325770248, 0.24837979371481408, 0.21045825529146545, 0.5207317815242523, 0.32356894113847035, 0.3693478977379199, 0.2437984025042058, 0.20871117205080184, 0.847684465108982, 0.9737934676573197, 0.8371766107101469, 0.93834570733879, 0.9877990347748025, 0.8875448692879423, 0.7811088681764845, 0.8852443224783594, 1.006973291298947, 1.1322504578230157, 1.0454746083883097, 0.7755155703512686, 1.217627933352996, 0.381295710461183, 0.9788893800336025, 0.8821655777531047, 0.7761615197677504, 0.8774524415191945, 1.0075008801108933, 1.1282579937641677, 1.0371886784551416, 0.7779701843789656, 1.217686851010294, 0.3789246310556528, 0.24276772895991172, 0.003375931488316558, 0.4191598842740528, 0.23882539263278077, 0.23882539263278077, 0.21855111529092044, 0.2656166607717448, 0.42227264989250457, 0.436640967558242, 0.26138479031378575, 0.4212770939415928, 0.43456411322713]"
