operator,amenity,layer,opening_hours,Geometry Type,Parking Station Name,Coordinates,Location ID,parking_type,Rate Zone,Zone Info,CenterPoint,CenterPoint_rad
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9323307, 40.7829251], [-73.9319373, 40.782928], [-73.9319293, 40.7829036], [-73.9319186, 40.782837], [-73.9320425, 40.7828312], [-73.9322029, 40.7828305], [-73.9323384, 40.7828337], [-73.9323307, 40.7829251]]",194,N/A,N/A,N/A,"[-73.9321285, 40.78287925]","[-1.2903590653325365, 0.7117955213557756]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9303439, 40.7827482], [-73.9304254, 40.7826941], [-73.9303143, 40.7826538], [-73.9301901, 40.7826055], [-73.9300544, 40.7825367], [-73.929933, 40.7825557], [-73.9300677, 40.7826361], [-73.9302451, 40.7827092], [-73.9303439, 40.7827482]]",194,N/A,N/A,N/A,"[-73.9301792, 40.78264245]","[-1.2903250436294273, 0.7117913884161069]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9298634, 40.7825149], [-73.9297208, 40.7824106], [-73.9296099, 40.7823243], [-73.9295403, 40.7822523], [-73.9296517, 40.7822436], [-73.9297147, 40.7823012], [-73.9297874, 40.7823613], [-73.9298921, 40.7824388], [-73.929977, 40.7824919], [-73.9298634, 40.7825149]]",194,N/A,N/A,N/A,"[-73.92975865, 40.782379250000005]","[-1.2903177036472582, 0.7117867947095158]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9292995, 40.7819477], [-73.9293981, 40.7819458], [-73.929366, 40.7819127], [-73.9293182, 40.7818733], [-73.9292607, 40.7818416], [-73.9292017, 40.7818154], [-73.9291471, 40.7817954], [-73.9290854, 40.781778], [-73.9290183, 40.7817575], [-73.9289099, 40.7817858], [-73.9289907, 40.7818266], [-73.9290699, 40.7818493], [-73.929149, 40.7818685], [-73.9292362, 40.7819081], [-73.9292995, 40.7819477]]",194,N/A,N/A,N/A,"[-73.929154, 40.7818526]","[-1.2903071505139359, 0.7117776029330101]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9282075, 40.7811807], [-73.9283041, 40.7811333], [-73.9284349, 40.7811899], [-73.9285193, 40.7812392], [-73.9286009, 40.7813035], [-73.9286646, 40.7813618], [-73.928717, 40.7814241], [-73.9287537, 40.7814896], [-73.9287954, 40.7815734], [-73.9286596, 40.7815291], [-73.9286153, 40.7814416], [-73.9284965, 40.7813324], [-73.9283682, 40.7812473], [-73.9282075, 40.7811807]]",194,N/A,N/A,N/A,"[-73.92850145, 40.78135335]","[-1.290295761367902, 0.7117688893767196]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9348014, 40.7837191], [-73.9345425, 40.7836185], [-73.9345818, 40.7835406], [-73.9346931, 40.7835825], [-73.934802, 40.7836279], [-73.9348643, 40.7836593], [-73.9348014, 40.7837191]]",194,N/A,N/A,N/A,"[-73.9347034, 40.78362985]","[-1.2904040058154462, 0.7118086217971411]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9348753, 40.7837715], [-73.9349484, 40.7837116], [-73.9350451, 40.7837813], [-73.9351587, 40.7838735], [-73.9352298, 40.7839439], [-73.9351421, 40.7839856], [-73.9350604, 40.7839091], [-73.9349616, 40.7838309], [-73.9348753, 40.7837715]]",194,N/A,N/A,N/A,"[-73.93505255, 40.7838486]","[-1.2904100996325294, 0.7118124397048798]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9353806, 40.7844276], [-73.9354941, 40.7844371], [-73.9354877, 40.7845052], [-73.9354748, 40.7845674], [-73.9354472, 40.78463], [-73.9354109, 40.7846909], [-73.9353649, 40.784752], [-73.9353046, 40.7848074], [-73.9352383, 40.7848626], [-73.9351563, 40.7849194], [-73.9350887, 40.7848463], [-73.935183, 40.7847887], [-73.9352886, 40.7846916], [-73.9353545, 40.7845832], [-73.9353783, 40.7845084], [-73.9353806, 40.7844276]]",194,N/A,N/A,N/A,"[-73.9352914, 40.7846735]","[-1.290414268351448, 0.7118268369258794]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9443618, 40.7697934], [-73.9436411, 40.7693658], [-73.943519, 40.7694312], [-73.9435993, 40.7695455], [-73.9436549, 40.7696227], [-73.9435542, 40.7696785], [-73.9434316, 40.7696986], [-73.9433369, 40.7697368], [-73.9433694, 40.7697848], [-73.9433197, 40.7698087], [-73.9436184, 40.7702131], [-73.9438201, 40.7701291], [-73.9438804, 40.7701749], [-73.9439929, 40.770099], [-73.9439785, 40.770039], [-73.9443618, 40.7697934]]]]",202,surface,N/A,N/A,"[-73.943715, 40.769807156249996]","[-1.2905612879063189, 0.7115673702797087]"
N/A,parking,N/A,N/A,MultiPolygon,Unnamed,"[[[[-73.9215387, 40.7995617], [-73.9210963, 40.7990519], [-73.9211513, 40.7989572], [-73.9210835, 40.7989346], [-73.9210634, 40.7989616], [-73.9209441, 40.798991], [-73.9206316, 40.7995219], [-73.9209291, 40.7998648], [-73.9215387, 40.7995617]]]]",194,N/A,N/A,N/A,"[-73.92110852222223, 40.799267377777774]","[-1.2901667304368178, 0.7120815481437354]"
N/A,parking,1.0,N/A,LineString,Motorgate Public Parking Garage,"[[-73.9458522, 40.7658173], [-73.9458363, 40.7658351], [-73.9458124, 40.7658227], [-73.9457666, 40.7658739], [-73.9457295, 40.7658547], [-73.9457753, 40.7658036], [-73.9457507, 40.7657908], [-73.9457667, 40.765773], [-73.9456342, 40.7657045], [-73.9461688, 40.7651071], [-73.945798, 40.7649152], [-73.9463447, 40.7643043], [-73.9464813, 40.7643749], [-73.9464922, 40.7643627], [-73.9465516, 40.7643534], [-73.9465675, 40.7643616], [-73.946532, 40.7644012], [-73.9466121, 40.764443], [-73.9466645, 40.7644697], [-73.946728, 40.7645026], [-73.9467644, 40.7645214], [-73.9468257, 40.7645531], [-73.9468866, 40.7645846], [-73.946922, 40.764545], [-73.9469372, 40.7645528], [-73.9469497, 40.7646001], [-73.9469392, 40.7646118], [-73.9470724, 40.7646807], [-73.94701, 40.7647504], [-73.9465258, 40.7652915], [-73.945991, 40.7658891], [-73.9459512, 40.7658685], [-73.9458522, 40.7658173]]",202,multi-storey,N/A,N/A,"[-73.9463533, 40.7650967]","[-1.2906073349279743, 0.7114851573088752]"
N/A,parking,1.0,N/A,MultiPolygon,Motorgate Public Parking Garage,"[[[[-73.9470724, 40.7646807], [-73.9469392, 40.7646118], [-73.9469497, 40.7646001], [-73.9469372, 40.7645528], [-73.946922, 40.764545], [-73.9468866, 40.7645846], [-73.9468257, 40.7645531], [-73.9467644, 40.7645214], [-73.946728, 40.7645026], [-73.9466645, 40.7644697], [-73.9466121, 40.764443], [-73.946532, 40.7644012], [-73.9465675, 40.7643616], [-73.9465516, 40.7643534], [-73.9464922, 40.7643627], [-73.9464813, 40.7643749], [-73.9463447, 40.7643043], [-73.945798, 40.7649152], [-73.9461688, 40.7651071], [-73.9456342, 40.7657045], [-73.9457667, 40.765773], [-73.9457507, 40.7657908], [-73.9457753, 40.7658036], [-73.9457295, 40.7658547], [-73.9457666, 40.7658739], [-73.9458124, 40.7658227], [-73.9458363, 40.7658351], [-73.9458522, 40.7658173], [-73.9459512, 40.7658685], [-73.945991, 40.7658891], [-73.9465258, 40.7652915], [-73.94701, 40.7647504], [-73.9470724, 40.7646807]]]]",202,multi-storey,N/A,N/A,"[-73.9463852181818, 40.76500003030303]","[-1.2906078920053379, 0.7114834701043761]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9300121, 40.7885453], [-73.9300523, 40.7885006], [-73.9300688, 40.7884811], [-73.9300574, 40.7884761], [-73.9300336, 40.788464], [-73.9300482, 40.7884474], [-73.9300444, 40.7884455], [-73.9300653, 40.7884217], [-73.9300395, 40.7884086], [-73.9300662, 40.7883782], [-73.9300921, 40.7883913], [-73.930112, 40.7883687], [-73.929992, 40.7883138], [-73.9298458, 40.7882427], [-73.929788, 40.7882366], [-73.9297868, 40.7883808], [-73.9298914, 40.7884356], [-73.9298646, 40.7884722], [-73.9299421, 40.7885127], [-73.9300121, 40.7885453]]",194,N/A,N/A,N/A,"[-73.9299494, 40.78839095]","[-1.2903210328628063, 0.7118917186681578]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.929992, 40.7883138], [-73.9300076, 40.7882926], [-73.9301092, 40.7881771], [-73.9302536, 40.7882505], [-73.9302332, 40.7882736], [-73.9302698, 40.7882922], [-73.9301757, 40.7884011], [-73.930112, 40.7883687], [-73.929992, 40.7883138]]",194,N/A,N/A,N/A,"[-73.9301309, 40.7882891]","[-1.2903242006353985, 0.7118899410503147]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9329947, 40.7882902], [-73.9329498, 40.7882567], [-73.9329198, 40.7882376], [-73.9328892, 40.7882029], [-73.9328139, 40.7881491], [-73.9327683, 40.7881858], [-73.9327749, 40.7881904], [-73.9327496, 40.7882108], [-73.9327435, 40.7882065], [-73.9326177, 40.7883079], [-73.932598, 40.7882938], [-73.9325189, 40.7883576], [-73.9325949, 40.7884121], [-73.9326755, 40.7883471], [-73.9328048, 40.7884468], [-73.9329947, 40.7882902]]",194,N/A,N/A,N/A,"[-73.93275679999999, 40.78829795]","[-1.2903700312362267, 0.7118900955119535]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9316107, 40.7886903], [-73.9315305, 40.7886843], [-73.9315337, 40.7886915], [-73.9315069, 40.7888926], [-73.9314935, 40.788988], [-73.9314707, 40.7890814], [-73.9314491, 40.7891441], [-73.9313458, 40.7893624], [-73.9313308, 40.789403], [-73.9313047, 40.7894475], [-73.9313002, 40.7894569], [-73.9312479, 40.7895482], [-73.9313264, 40.7895736], [-73.9314058, 40.7895914], [-73.931497, 40.7894381], [-73.9315731, 40.7892315], [-73.9316214, 40.7891264], [-73.931676, 40.7888141], [-73.9316828, 40.7886964], [-73.9316107, 40.7886903]]",194,N/A,N/A,N/A,"[-73.93146535, 40.78913785]","[-1.290347491181602, 0.711904754532341]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9312975, 40.7893695], [-73.9313458, 40.7893624], [-73.9313308, 40.789403], [-73.9313047, 40.7894475], [-73.9312839, 40.7894304], [-73.931257, 40.7894284], [-73.9312409, 40.7894365], [-73.9311764, 40.789518], [-73.9312276, 40.7895477], [-73.9311047, 40.7896976], [-73.9310679, 40.7896812], [-73.9310451, 40.7896842], [-73.9310264, 40.7896924], [-73.931021, 40.7897086], [-73.9310264, 40.7897259], [-73.9310705, 40.789748], [-73.9309783, 40.7898514], [-73.9309066, 40.7898191], [-73.9308196, 40.7899148], [-73.9305481, 40.7897842], [-73.9305664, 40.7897584], [-73.9305637, 40.7897391], [-73.9305462, 40.7897248], [-73.9304872, 40.7897035], [-73.9304644, 40.7897066], [-73.9304497, 40.7897259], [-73.9305007, 40.7897523], [-73.930246, 40.7900569], [-73.930234, 40.7902095], [-73.9301191, 40.7902002], [-73.9300411, 40.7901939], [-73.9298055, 40.7902004], [-73.929797, 40.7900556], [-73.9298623, 40.7900498], [-73.9298797, 40.7900386], [-73.9298851, 40.7900234], [-73.9298784, 40.7900112], [-73.9298636, 40.790002], [-73.9298086, 40.789997], [-73.929817, 40.7899544], [-73.9299256, 40.7899097], [-73.9299256, 40.7898935], [-73.9298827, 40.7898732], [-73.9299556, 40.7897854], [-73.9302312, 40.7894533], [-73.9305016, 40.7895796], [-73.930517, 40.7895736], [-73.9305894, 40.7895584], [-73.9305573, 40.7895432], [-73.9307437, 40.789334], [-73.9310307, 40.7894701], [-73.9311795, 40.7893137], [-73.9312975, 40.7893695]]",194,surface,N/A,N/A,"[-73.93057139999999, 40.789761600000006]","[-1.2903318888107536, 0.7119156410235503]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9302539, 40.7902183], [-73.9302834, 40.7902843], [-73.9303363, 40.7902772], [-73.9304008, 40.7902684], [-73.9304711, 40.7902589], [-73.9305087, 40.7902203], [-73.9305462, 40.7902396], [-73.930569, 40.7902092], [-73.9305851, 40.7902041], [-73.9305999, 40.7902061], [-73.9306536, 40.7901723], [-73.9306804, 40.7901554], [-73.9307662, 40.7900944], [-73.930798, 40.7900539], [-73.9308426, 40.789997], [-73.9305237, 40.7898497], [-73.9305237, 40.7898975], [-73.930501, 40.7899242], [-73.9303821, 40.7900641], [-73.9302847, 40.7901787], [-73.9302539, 40.7902183]]",194,N/A,N/A,N/A,"[-73.93054825, 40.790067]","[-1.290331484767032, 0.7119209712590858]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9273996, 40.7900014], [-73.9274284, 40.7900186], [-73.927455, 40.7900345], [-73.9272752, 40.7901731], [-73.9272364, 40.7902031], [-73.9272914, 40.7902538], [-73.9272226, 40.7903094], [-73.9270548, 40.7904452], [-73.9270177, 40.7904185], [-73.926987, 40.790443], [-73.9269615, 40.790464], [-73.9268515, 40.7903798], [-73.9269065, 40.7903351], [-73.9268622, 40.7902955], [-73.9268408, 40.7902681], [-73.9268341, 40.7902427], [-73.9268327, 40.7902214], [-73.9268528, 40.7901868], [-73.9268032, 40.7901452], [-73.9270889, 40.7899198], [-73.9271465, 40.7899604], [-73.9271975, 40.7899147], [-73.927337, 40.7899949], [-73.9272968, 40.7900325], [-73.9273128, 40.7900437], [-73.927337, 40.7900437], [-73.9273678, 40.7900305], [-73.9273996, 40.7900014]]",194,surface,N/A,N/A,"[-73.9271291, 40.79018935]","[-1.2902718093419123, 0.7119231066694256]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9295404, 40.7882556], [-73.9295399, 40.7881297], [-73.9295391, 40.7879561], [-73.929582, 40.7879611], [-73.9295994, 40.7879611], [-73.9296169, 40.78795], [-73.9296987, 40.78795], [-73.9297014, 40.7882556], [-73.9296008, 40.7882556], [-73.9295404, 40.7882556]]",194,N/A,N/A,N/A,"[-73.92962025, 40.788102800000004]","[-1.2903152881115734, 0.7118866895019182]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9293124, 40.7881023], [-73.9291736, 40.7882617], [-73.9291495, 40.7882901], [-73.9288886, 40.7881581], [-73.9289088, 40.7881317], [-73.9289396, 40.7880972], [-73.9290358, 40.7879864], [-73.9290512, 40.7879693], [-73.9292734, 40.7880833], [-73.9292917, 40.7880922], [-73.9293124, 40.7881023]]",194,N/A,N/A,N/A,"[-73.9291005, 40.7881297]","[-1.2903062167627861, 0.7118871589954869]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.928675, 40.7887554], [-73.9283547, 40.7890964], [-73.92831, 40.7891441], [-73.9285366, 40.7892524], [-73.9286249, 40.7892946], [-73.9286471, 40.7893168], [-73.9286578, 40.7893341], [-73.9286595, 40.7893664], [-73.9286913, 40.7893823], [-73.9287185, 40.7893959], [-73.9287217, 40.7896091], [-73.9289751, 40.7897259], [-73.9290838, 40.7895989], [-73.929065, 40.7895096], [-73.9292552, 40.7892976], [-73.9290449, 40.7891903], [-73.9291134, 40.7891128], [-73.9291618, 40.7890639], [-73.9291823, 40.7890407], [-73.9291964, 40.7890242], [-73.9289078, 40.7888757], [-73.928675, 40.7887554]]",194,N/A,N/A,N/A,"[-73.9287826, 40.789240649999996]","[-1.2903006683610942, 0.7119065487308119]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9295894, 40.7904305], [-73.9293574, 40.7905106], [-73.9291295, 40.7905893], [-73.9288462, 40.7906871], [-73.9287971, 40.790704], [-73.9287776, 40.7908421], [-73.9294589, 40.7911071], [-73.9296547, 40.7910715], [-73.9298961, 40.7908177], [-73.9299075, 40.790656], [-73.9296873, 40.7905432], [-73.929694, 40.7905097], [-73.9296055, 40.790465], [-73.929588, 40.7904508], [-73.9295894, 40.7904305]]",194,N/A,N/A,N/A,"[-73.92934255, 40.790768799999995]","[-1.2903104413322406, 0.7119332199797763]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9314898, 40.7901231], [-73.9313302, 40.7900399], [-73.9313389, 40.7900287], [-73.9314501, 40.7899032], [-73.931551, 40.7899535], [-73.9315681, 40.789962], [-73.931584, 40.7899698], [-73.9316139, 40.7899845], [-73.9314898, 40.7901231]]",194,N/A,N/A,N/A,"[-73.93147205, 40.79001315]","[-1.2903476081186618, 0.7119200313992836]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9289242, 40.7903611], [-73.9289019, 40.7903505], [-73.9287882, 40.7902952], [-73.9285857, 40.790192], [-73.9284491, 40.7901251], [-73.9284213, 40.7901567], [-73.9283459, 40.7901183], [-73.9282058, 40.7902835], [-73.9281093, 40.790319], [-73.9281348, 40.7903322], [-73.9281696, 40.7903363], [-73.9282085, 40.7903383], [-73.9282447, 40.7903292], [-73.9282876, 40.7903099], [-73.928348, 40.7902835], [-73.9283976, 40.7902632], [-73.9284526, 40.7902581], [-73.9285066, 40.7902753], [-73.92856, 40.7903023], [-73.9286031, 40.7903241], [-73.9287178, 40.7903791], [-73.9288522, 40.7904436], [-73.9288917, 40.7903979], [-73.9289242, 40.7903611]]",194,N/A,N/A,N/A,"[-73.92851675, 40.79028095]","[-1.2902960284032776, 0.7119247053910206]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9279158, 40.790316], [-73.9281007, 40.7901911], [-73.9277648, 40.7899062], [-73.9277233, 40.7899343], [-73.9275801, 40.7900311], [-73.9277555, 40.79018], [-73.9279158, 40.790316]]",194,N/A,N/A,N/A,"[-73.92784040000001, 40.7901111]","[-1.2902842238688819, 0.711921740949286]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9278352, 40.7891877], [-73.927774, 40.7891656], [-73.9278768, 40.7890415], [-73.927939, 40.7890728], [-73.9278352, 40.7891877]]",194,N/A,N/A,N/A,"[-73.92785649999999, 40.789114600000005]","[-1.2902845048668912, 0.71190434874329]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9272672, 40.7899087], [-73.9273127, 40.7898562], [-73.9271062, 40.7897537], [-73.9270607, 40.7898061], [-73.9272672, 40.7899087]]",194,N/A,N/A,N/A,"[-73.9271867, 40.789831199999995]","[-1.2902728146515614, 0.7119168557727096]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9287319, 40.7882912], [-73.9286499, 40.7882536], [-73.9285642, 40.7882094], [-73.9284249, 40.7883682], [-73.928567, 40.788434], [-73.9285924, 40.7884471], [-73.9287319, 40.7882912]]",194,N/A,N/A,N/A,"[-73.92857839999999, 40.78832825]","[-1.2902971043987614, 0.7118906243467168]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9258433, 40.7884564], [-73.92569, 40.7885057], [-73.9256285, 40.7886933], [-73.925559, 40.7888899], [-73.9255518, 40.7889091], [-73.9256189, 40.7889251], [-73.9257074, 40.7889047], [-73.9258433, 40.7884564]]",194,N/A,N/A,N/A,"[-73.92569755, 40.78869075]","[-1.2902468240810052, 0.7118969511652553]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9259864, 40.7877289], [-73.925913, 40.7877598], [-73.925844, 40.7877928], [-73.9258275, 40.787923], [-73.9258079, 40.7880452], [-73.9257822, 40.7881804], [-73.9257549, 40.7882854], [-73.9259228, 40.7882087], [-73.9259622, 40.7879818], [-73.9259864, 40.7877289]]",194,N/A,N/A,N/A,"[-73.92587065000001, 40.78800715]","[-1.2902498452459408, 0.7118850200944886]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9260078, 40.7874477], [-73.9259287, 40.7874984], [-73.9258619, 40.7875325], [-73.9258679, 40.7873713], [-73.9258661, 40.78721], [-73.9258519, 40.7870512], [-73.9258379, 40.7869191], [-73.9258164, 40.7867881], [-73.925796, 40.7866556], [-73.9258647, 40.7866226], [-73.925922, 40.7865835], [-73.9259502, 40.7866881], [-73.9259971, 40.7870517], [-73.9260078, 40.7872558], [-73.9260078, 40.7874477]]",194,N/A,N/A,N/A,"[-73.9259019, 40.787058]","[-1.2902503906613318, 0.7118684543018934]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9189625, 40.7936552], [-73.9190007, 40.7937113], [-73.9188968, 40.7936959], [-73.9188137, 40.7936744], [-73.9187657, 40.7936596], [-73.9186908, 40.7936325], [-73.9186141, 40.7935957], [-73.9185506, 40.7935583], [-73.9184947, 40.7935173], [-73.918453, 40.7934813], [-73.9184103, 40.7934438], [-73.918386, 40.7934161], [-73.9183988, 40.7933987], [-73.9184301, 40.7933516], [-73.9184596, 40.7933922], [-73.9185119, 40.7934531], [-73.9186031, 40.7935211], [-73.918713, 40.793579], [-73.9188284, 40.7936257], [-73.9188942, 40.7936402], [-73.9189625, 40.7936552]]",194,street_side,N/A,N/A,"[-73.91869335, 40.79353145]","[-1.2901245777295371, 0.7119814373183566]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9199482, 40.7944522], [-73.9198898, 40.7944998], [-73.9198937, 40.7945723], [-73.9198898, 40.7946424], [-73.9198701, 40.7947125], [-73.9198447, 40.7947764], [-73.9198163, 40.7948268], [-73.9197862, 40.7948745], [-73.9197637, 40.7949013], [-73.9198436, 40.7948898], [-73.9198973, 40.7948075], [-73.9199267, 40.7947446], [-73.9199449, 40.7946806], [-73.9199549, 40.7946197], [-73.9199562, 40.7945334], [-73.9199482, 40.7944522]]",194,street_side,N/A,N/A,"[-73.91985995, 40.79467675]","[-1.290144938740591, 0.7120014265742797]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9197658, 40.7949771], [-73.9196773, 40.7949735], [-73.9196196, 40.7950262], [-73.9195496, 40.7950702], [-73.9194711, 40.7951068], [-73.9193876, 40.7951366], [-73.9192116, 40.7951767], [-73.9192829, 40.7952148], [-73.9194071, 40.7951816], [-73.9194761, 40.7951588], [-73.9195351, 40.7951344], [-73.9196049, 40.7950999], [-73.9196773, 40.7950532], [-73.9197658, 40.7949771]]",194,street_side,N/A,N/A,"[-73.91948869999999, 40.79509415]","[-1.2901384592057428, 0.7120087115785775]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9167577, 40.7918443], [-73.9167629, 40.7919084], [-73.9168684, 40.7919738], [-73.9169623, 40.7920487], [-73.9170194, 40.7921065], [-73.9170916, 40.7921922], [-73.9171225, 40.7921383], [-73.9170662, 40.7920723], [-73.9170192, 40.7920215], [-73.9169575, 40.7919738], [-73.9168932, 40.7919251], [-73.9168328, 40.7918865], [-73.9167577, 40.7918443]]",194,street_side,N/A,N/A,"[-73.9169401, 40.79201825]","[-1.2900939777444267, 0.7119550269961153]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9151819, 40.7933384], [-73.9152015, 40.7932804], [-73.915141, 40.793222], [-73.915094, 40.7931619], [-73.9150589, 40.7931039], [-73.9150304, 40.7930363], [-73.9150066, 40.7929668], [-73.9149526, 40.7930181], [-73.9149687, 40.7930653], [-73.9149888, 40.793114], [-73.9150378, 40.7931928], [-73.9150901, 40.7932582], [-73.9151819, 40.7933384]]",194,street_side,N/A,N/A,"[-73.91507705000001, 40.7931526]","[-1.2900614613877974, 0.7119748251384854]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9153187, 40.7934409], [-73.9153244, 40.7933736], [-73.9153927, 40.7934284], [-73.9154546, 40.7934868], [-73.9155075, 40.7935489], [-73.9155508, 40.7936152], [-73.9155807, 40.7936888], [-73.9155333, 40.7937344], [-73.9155199, 40.7936968], [-73.9155011, 40.7936541], [-73.9154796, 40.7936156], [-73.9154461, 40.7935709], [-73.9154045, 40.7935191], [-73.9153187, 40.7934409]]",194,street_side,N/A,N/A,"[-73.91544970000001, 40.793554]","[-1.290067965357255, 0.7119818308901029]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.915544, 40.7938095], [-73.915608, 40.7937611], [-73.9156165, 40.7938404], [-73.9156154, 40.7939144], [-73.9156057, 40.7939884], [-73.9155808, 40.7940625], [-73.9155483, 40.7941375], [-73.9154716, 40.7941476], [-73.9155011, 40.7941019], [-73.9155252, 40.7940329], [-73.915544, 40.7939486], [-73.9155507, 40.7938887], [-73.915544, 40.7938095]]",194,street_side,N/A,N/A,"[-73.91554405, 40.79395435]","[-1.290069612075404, 0.7119888183157632]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9163877, 40.7955318], [-73.9163437, 40.7954708], [-73.9164039, 40.7954756], [-73.9164592, 40.7954877], [-73.9165355, 40.7955107], [-73.91661, 40.7955428], [-73.9166872, 40.7955907], [-73.916743, 40.7956378], [-73.9167738, 40.7956762], [-73.9167315, 40.7957301], [-73.9167007, 40.7956905], [-73.9166631, 40.7956519], [-73.9166269, 40.7956214], [-73.9165813, 40.7955961], [-73.916529, 40.7955697], [-73.9164646, 40.7955475], [-73.9163877, 40.7955318]]",194,street_side,N/A,N/A,"[-73.91655875000001, 40.795600449999995]","[-1.2900873219313242, 0.7120175481805803]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9167919, 40.7959128], [-73.9168439, 40.7958537], [-73.9168897, 40.7959574], [-73.9169499, 40.7960448], [-73.9170051, 40.7961054], [-73.9170641, 40.7961636], [-73.917048, 40.7962184], [-73.9169935, 40.7961764], [-73.91693, 40.7961199], [-73.916875, 40.796056], [-73.9168254, 40.79599], [-73.9167919, 40.7959128]]",194,street_side,N/A,N/A,"[-73.91692800000001, 40.79603605]","[-1.2900937665595873, 0.712025150834802]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9187673, 40.7959342], [-73.9186801, 40.7959585], [-73.9187143, 40.7958963], [-73.9187349, 40.7958432], [-73.9187469, 40.7957932], [-73.9187521, 40.7957481], [-73.9187556, 40.7956996], [-73.9187583, 40.7956538], [-73.9188183, 40.7956067], [-73.918821, 40.7956545], [-73.918821, 40.795725], [-73.9188143, 40.79579], [-73.9188055, 40.7958413], [-73.9187941, 40.7958814], [-73.9187673, 40.7959342]]",194,street_side,N/A,N/A,"[-73.91875055, 40.795782599999995]","[-1.2901255760578694, 0.7120207272978127]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9201909, 40.7930816], [-73.9202315, 40.7930365], [-73.9202509, 40.7930125], [-73.9203066, 40.792935], [-73.9196588, 40.7926355], [-73.919578, 40.7927461], [-73.9195512, 40.7927806], [-73.9201909, 40.7930816]]",194,N/A,N/A,N/A,"[-73.9199289, 40.792858550000005]","[-1.2901461421451104, 0.71196969299782]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9218676, 40.7928477], [-73.9218041, 40.7929215], [-73.9217483, 40.7929868], [-73.9214478, 40.7928243], [-73.9215003, 40.7927598], [-73.9215618, 40.7926842], [-73.9218676, 40.7928477]]",194,surface,N/A,N/A,"[-73.9216577, 40.792835499999995]","[-1.2901763153972186, 0.7119692906994273]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9209211, 40.7929258], [-73.9208923, 40.7928755], [-73.9212187, 40.7927686], [-73.9212474, 40.7928189], [-73.9209211, 40.7929258]]",194,street_side,N/A,N/A,"[-73.92106985000001, 40.7928472]","[-1.290166055479211, 0.7119694949029498]"
N/A,parking,N/A,N/A,LineString,Unnamed,"[[-73.9281308, 40.7855234], [-73.9281884, 40.7854554], [-73.9282355, 40.7853904], [-73.9279484, 40.7852696], [-73.9278478, 40.7854067], [-73.9281308, 40.7855234]]",194,N/A,N/A,N/A,"[-73.92804165, 40.785396500000004]","[-1.2902877363440013, 0.7118394556563715]"
